OBJECTID,Station Name,Address,Address2,City,State,Zip,Contact,Contact Title,Phone,Email,Up Date,x,y
1782,MOUNTAIN VIEW FIRE DEPARTMENT,2 SHAFTER AVENUE, ,TROY,NY,12180,,,518-283-4530,,,610646.179415543,4728861.09474031
1783,CENTRAL BRIDGE FIRE DEPARTMENT,137 SOUTH MAIN STREET, ,CENTRAL BRIDGE,NY,12035,,,518-868-4641,,,554264.694959061,4729059.4996229
1784,TROY FIRE DEPARTMENT STATION 3 - CAMPBELL AVENUE STATION,530 CAMPBELL AVENUE, ,TROY,NY,12180,,,518-270-1111,,,608413.430755448,4729186.67904696
1785,SCHUYLER HEIGHTS FIRE DISTRICT,900 FIRST STREET, ,WATERVLIET,NY,12189,Aaron Fandl,Chief,518-271-7851,,Confirmed or Updated 2022,605163.126090392,4729294.85557098
1786,TRUXTON FIRE DEPARTMENT,3741 STATE ROUTE 13, ,TRUXTON,NY,13158,,,607-842-6291,,,415666.319013372,4729374.46057055
1787,GROVELAND CORRECTIONAL FACILITY FIRE DEPARTMENT,7000 STATE ROUTE 36, ,SONYEA,NY,14556,,,585-658-2871,,,268419.833527823,4729449.09117009
1788,FLY CREEK VOLUNTEER FIRE DISTRICT,832 COUNTY ROAD 26, ,FLY CREEK,NY,13337,,,607-547-5469,,,501422.03705777,4729481.02770763
1789,EDEN VOLUNTEER FIRE DEPARTMENT,2791 EAST CHURCH STREET, ,EDEN,NY,14057,,,716-992-4062,,,180651.809674931,4729548.38901255
1790,PATCHIN FIRE COMPANY,8333 BOSTON STATE ROAD, ,BOSTON,NY,14025,,,716-941-3555,,,192981.199999912,4729632.61444254
1791,SHAKER ROAD LOUDONVILLE FIRE DEPARTMENT STATION 1,550 ALBANY SHAKER ROAD, ,LOUDONVILLE,NY,12211,Patrick O’Connor,Chief,518-458-1352,,Confirmed or Updated 2022,599470.43051968,4729887.68470397
1792,PATCHIN FIRE STATION 2,8108 COLE RD,,COLDEN,NY,14033,,,,,,195451.182200002,4730216.9267913
1793,MORAVIA VOLUNTEER FIRE DEPARTMENT,38 KEELER AVENUE, ,MORAVIA,NY,13118,William Anderson,Chief,315-497-1700,moraviafd@gmail.com,Confirmed or Updated 2022,383179.688387199,4730235.77753473
1794,COLONIE FIRE COMPANY,1631 CENTRAL AVENUE, ,ALBANY,NY,12205,Jeffrey Kayser,Chief,518-869-9306,car16@coloniefire.com,Confirmed or Updated 2022,595431.904103575,4730345.52558247
1795,POTTER VOLUNTEER FIRE DEPARTMENT INCORPORATED,1255 PHELPS ROAD, ,MIDDLESEX,NY,14507,Richard Dimon Jr,Chief,585-554-3246,,Confirmed or Updated 2022,318988.577300002,4730294.2508
1796,MIDDLESEX HOSE COMPANY INCORPORATED,5537 WATER STREET, ,MIDDLESEX,NY,14507,Brian Oppelt,Chief,585-554-3434,firechiefs@middlesexfire.org,Confirmed or Updated 2022,313877.111431453,4730499.45692993
1797,TROY FIRE DEPARTMENT STATION 6 - CANAL AVENUE STATION,320 THIRD STREET, ,TROY,NY,12180,,,518-270-1121,,,607053.751510779,4730518.90398907
1798,WATERVLIET ARSENAL FIRE AND EMERGENCY SERVICES-DOD,1 BUFFINGTON STREET,BUILDING 22,WATERVLIET,NY,12189,,,518-266-5023,,Confirmed or Updated 2022,605870.247768695,4730438.22974843
1799,HOLLAND FIRE STATION 2,7640 HUNTERS CREEK RD,,HOLLAND,NY,14080,,,,,,211966.441700003,4730719.0641913
1800,EAST EDEN VOLUNTEER FIRE DEPARTMENT,8097 EAST EDEN ROAD, ,EDEN,NY,14057,,,716-992-3160,,,186354.830836676,4730844.96488405
1801,WATERVLIET FIRE DEPARTMENT,116 13TH STREET, ,WATERVLIET,NY,12189,Thomas Garrett,Chief,518-270-3826,,Confirmed or Updated 2022,606176.407484224,4730863.28794247
1802,EVANS CENTER FIRE COMPANY,8298 ERIE ROAD, ,ANGOLA,NY,14006,,,716-549-1221,,,169324.781018285,4730876.06532471
1803,SHAKER ROAD LOUDONVILLE FIRE DEPARTMENT STATION 2,147 OLD NISKAYUNA ROAD, ,LOUDONVILLE,NY,12211,Patrick O’Connor,Chief,518-783-7395,,Confirmed or Updated 2022,600463.908153116,4730931.01152467
1804,NORTH JAVA FIRE COMPANY STATION 1,4274 STATE ROUTE 98, ,NORTH JAVA,NY,14113,Brian Boorman,Chief,585-535-9950,,Confirmed or Updated 2022,226441.680722826,4730982.78026985
1805,CAMP GEORGETOWN FIRE RESPONSE,3191 CRUMB HILL ROAD, ,GEORGETOWN,NY,13072,,,315-837-4446,,,436004.130878642,4731141.48702518
1806,TROY FIRE DEPARTMENT STATION 2 - BOUTON ROAD STATION,1501 BOUTON ROAD, ,TROY,NY,12180,,,518-270-1109,,,608254.437115041,4731343.81213124
1807,GROVELAND VOLUNTEER FIRE DEPARTMENT INCORPORATED - SUBSTATION,4955 ATEN ROAD, ,GROVELAND,NY,14462,,,585-243-1441,,,274876.001156842,4731387.04625137
1808,NAPLES VOLUNTEER FIRE DEPARTMENT / MAXFIELD HOSE COMPANY - SUBSTATION,6371 STATE ROUTE 64, ,NAPLES,NY,14512,,,585-374-2370,,,304989.043774283,4731497.34558483
1809,SEMPRONIUS FIRE DEPARTMENT,2284 STATE ROUTE 41A, ,MORAVIA,NY,13118,James Axton,Chief,315-496-2084,semproniusfd@gmail.com,Confirmed or Updated 2022,392365.544339482,4731497.6223751
1810,BENTON VOLUNTEER FIRE DEPARTMENT,932 STATE ROUTE 14A, ,PENN YAN,NY,14527,Eugene Martin,Chief,315-536-4197,firedeptbenton@yahoo.com,Confirmed or Updated 2022,330703.582448283,4731693.3417863
1811,QUAKER STREET FIRE DEPARTMENT,10136 DUANESBURG ROAD, ,DELANSON,NY,12053,,,518-895-2121,,,566692.371540699,4731773.63992671
1812,NEW YORK TASK FORCE 2,4240 ALBANY STREET, ,ALBANY,NY,12205,,,518-452-2185,,Confirmed or Updated 2022,592905.620681255,4731854.36183044
1813,LATHAM FIRE DEPARTMENT STATION 2,469 WATERVLIET SHAKER ROAD, ,LATHAM,NY,12110,Kevin Fronk,Chief,518-785-1161,adminasst@lathamfd.org,Confirmed or Updated 2022,602308.532478703,4731929.03523709
1814,EAGLE MILLS FIRE DISTRICT 1,627 BRUNSWICK ROAD, ,TROY,NY,12180,,,518-279-3332,,,615133.139741831,4731969.33116097
1815,CUYLER FIRE DEPARTMENT,4717 STATE ROUTE 13, ,CUYLER,NY,13158,,,607-842-6630,,,422073.196342128,4732009.25843825
1816,EARLVILLE FIRE DEPARTMENT,8 NORTH MAIN STREET, ,EARLVILLE,NY,13332,,,315-691-2211,,,455388.682684968,4732121.53004656
1817,PREBLE FIRE DEPARTMENT,1911 PREBLE ROAD, ,PREBLE,NY,13141,,,607-749-4237,,,405945.974309636,4732125.85119042
1818,TROY FIRE DEPARTMENT STATION 5 - CENTRAL STATION,2175 6TH AVENUE, ,TROY,NY,12180,,,518-273-0413,,,607629.897773669,4732259.7119988
1819,MIDWAY FIRE DEPARTMENT STATION 1 - HEADQUARTERS,1956 CENTRAL AVENUE, ,ALBANY,NY,12205,Eric Obermayer ,Chief,518-869-6191,,Confirmed or Updated 2022,593469.992547103,4732488.12733131
1820,FORT HUNTER FIRE DEPARTMENT,3525 CARMAN ROAD, ,SCHENECTADY,NY,12303,William Fleming,Chief,518-355-2434,INFO@FORTHUNTERFD.ORG,Confirmed or Updated 2022,586620.911957754,4732517.46368791
1821,STRYKERSVILLE FIRE DEPARTMENT STATION 1,594 MINKEL ROAD, ,STRYKERSVILLE,NY,14145,Dustin Colkitt,Chief,585-457-3588,,Confirmed or Updated 2022,217782.115442287,4732546.20103853
1822,POPLAR RIDGE FIRE DEPARTMENT,2423 STATE ROUTE 34B, ,AURORA,NY,13026,Bruce Besner,Chief,315-364-7344,,Confirmed or Updated 2022,367546.843556702,4732744.46684609
1823,BRUNSWICK FIRE COMPANY 1,566 HOOSICK ROAD, ,TROY,NY,12180,,,518-272-9393,,,609984.420852061,4732777.3324968
1824,NORTH BOSTON VOLUNTEER FIRE COMPANY INCORPORATED,7223 BOSTON STATE ROAD, ,HAMBURG,NY,14075,,,716-649-0974,,,190701.852210545,4732788.7627373
1825,DELANSON FIRE DEPARTMENT,1797 MAIN STREET, ,DELANSON,NY,12053,,,518-895-2100,,,566483.122614837,4732824.15718633
1826,GREEN ISLAND FIRE DEPARTMENT,7 CLINTON STREET, ,GREEN ISLAND,NY,12183,Matthew Lansing,Chief,518-273-1041,firechief@villageofgreenisland.com,Confirmed or Updated 2022,606979.5231999,4732986.00114765
1827,STANFORD HEIGHTS FIRE DEPARTMENT STATION 2,250 MORRIS ROAD, ,SCHENECTADY,NY,12303,Tom Christie,Chief,518-393-5261,SHFDChiefs@aol.com,Confirmed or Updated 2022,589858.921306415,4733027.227553
1828,NEW YORK STATE POLICE AVIATION,739 ALBANY SHAKER ROAD, ,ALBANY,NY,12211,,,518-242-4500,,Confirmed or Updated 2022,597372.554258763,4733906.45221984
1829,ALBANY INTERNATIONAL AIRPORT FIRE DEPARTMENT,737 ALBANY SHAKER ROAD, ,ALBANY,NY,12211,David Cook,Chief,518-242-2332,,Confirmed or Updated 2022,597606.299823602,4732850.66846094
1830,LONG HILL VOLUNTEER FIRE DEPARTMENT,3513 LONG HILL ROAD, ,VENICE,NY,13147,Rick Stevens,Chief,315-497-3805,,Confirmed or Updated 2022,376533.89820488,4733071.2939617
1831,TROY FIRE DEPARTMENT STATION 4 - NORTH STREET STATION,684 RIVER STREET, ,TROY,NY,12180,,,518-270-1918,,,607731.354400004,4733379.02539129
1832,MAPLEWOOD FIRE DEPARTMENT,61 COHOES ROAD, ,WATERVLIET,NY,12189,Joseph Berkery,Chief,518-273-1200,contact@mvfd-ems.org,Confirmed or Updated 2022,606335.679983534,4733421.63445637
1833,MIDWAY FIRE DEPARTMENT STATION 2,200 CONSAUL ROAD, ,ALBANY,NY,12205,Eric Obermayer ,Chief,518-456-1993,,Confirmed or Updated 2022,593944.078879665,4733555.4994302
1834,LATHAM FIRE DEPARTMENT STATION 1,226 OLD LOUDON ROAD, ,LATHAM,NY,12110,Kevin Fronk,Chief,518-785-7330,adminasst@lathamfd.org,Confirmed or Updated 2022,601587.600197895,4733729.49827018
1835,CONESUS VOLUNTEER FIRE DEPARTMENT,6073 SOUTH LIVONIA ROAD, ,CONESUS,NY,14435,,,585-346-3460,,,281157.544386201,4733800.84311884
1836,CARLISLE FIRE DISTRICT 1,2417 UNITED STATES HIGHWAY 20, ,CARLISLE,NY,12031,,,518-234-2134,,,545394.092080724,4733992.19607337
1837,PERRY VOLUNTEER FIRE DEPARTMENT,46 NORTH MAIN STREET, ,PERRY,NY,14530,David Laraby,Chief,585-237-2050,,Confirmed or Updated 2022,254300.44339167,4734025.80316685
1838,MOUNT MORRIS FIRE DEPARTMENT,119 MAIN STREET, ,MT MORRIS,NY,14510,,,585-658-3130,,,264794.600390564,4734152.11270011
1839,DE RUYTER FIRE DEPARTMENT,1663 CORTLAND STREET, ,DE RUYTER,NY,13052,,,315-852-3366,,,427533.713808987,4734245.89355739
1840,PETERSBURGH VOLUNTEER FIRE COMPANY,19213 STATE ROUTE 22, ,PETERSBURGH,NY,12138,,,518-658-3560,,,635201.403333666,4734401.44382583
1841,ESPERANCE VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD,133 CHURCH STREET, ,ESPERANCE,NY,12066,,,518-875-6710,,,560493.907743578,4734566.72642778
1842,DUANESBURG FIRE DEPARTMENT,7073 DUANESBURG ROAD, ,DUANESBURG,NY,12056,,,518-895-2133,,,570565.995720389,4734567.05136306
1843,WEST FALLS VOLUNTEER FIRE COMPANY,1864 DAVIS ROAD, ,WEST FALLS,NY,14170,,,716-652-1353,,,198540.330623412,4734614.3366148
1844,WEST EDMESTON VOLUNTEER FIRE DEPARTMENT,156 COUNTY HIGHWAY 18C, ,WEST EDMESTON,NY,13485,,,315-855-4404,,,477453.378377167,4734616.72224408
1845,NORTH EVANS VOLUNTEER FIRE COMPANY,6900 VERSAILLES ROAD, ,DERBY,NY,14047,,,716-627-2146,,,177078.915128599,4734652.70625098
1846,CENTER BRUNSWICK FIRE DEPARTMENT,1045 HOOSICK ROAD, ,TROY,NY,12180,,,518-279-3878,,,613741.07269329,4734825.38066024
1847,SOUTH WALES VOLUNTEER FIRE COMPANY INCORPORATED,6406 OLEAN ROAD, ,SOUTH WALES,NY,14139,,,716-652-6659,,,206956.539492443,4734826.81235389
1848,ROMULUS VOLUNTEER FIRE DEPARTMENT INCORPORATED,2010 CAYUGA STREET, ,ROMULUS,NY,14541,,,607-869-5282,,,350060.704134993,4734884.76148938
1849,PINE GROVE FIRE DEPARTMENT,144 DUNNSVILLE ROAD, ,SCHENECTADY,NY,12306,,,518-355-9430,,,581728.4164988,4735151.99319664
1850,STANFORD HEIGHTS FIRE DEPARTMENT STATION 1,2240 CENTRAL AVENUE, ,SCHENECTADY,NY,12304,Tom Christie,Chief,518-346-7948,SHFDChiefs@aol.com,Confirmed or Updated 2022,591158.389950675,4735169.59823329
1851,VERDOY FIRE DISTRICT,988 TROY SCHENECTADY ROAD, ,LATHAM,NY,12110,Corey Friedman,Chief,518-785-7291,,Confirmed or Updated 2022,598124.611063421,4735211.50742461
1852,GEORGETOWN FIRE DEPARTMENT,957 STATE ROUTE 26, ,GEORGETOWN,NY,13072,,,315-837-4645,,,439651.058622822,4735289.9161132
1853,AURORA VOLUNTEER FIRE AND RESCUE,456 MAIN STREET, ,AURORA,NY,13026,Sarah Homick,Chief,315-364-8590,secretary@avfd.net,Confirmed or Updated 2022,360633.501316857,4735351.71443202
1854,HIGHLAND HOSE VOLUNTEER FIRE COMPANY INCORPORATED,1 GEORGE NABLO PARKWAY, ,DERBY,NY,14047,,,716-947-4505,,,174176.936520736,4735555.73757763
1855,BELLONA VOLUNTEER FIRE DEPARTMENT,110 PRE-EMPTION ROAD, ,BELLONA,NY,14415,Michael Alexander,Chief,585-526-5556,bellonafd@roadrunner.com,Confirmed or Updated 2022,335073.68902,4735884.40675167
1856,COHOES FIRE DEPARTMENT STATION 1,25 CENTRAL AVENUE, ,COHOES,NY,12047,Joseph Fahd,Chief,518-687-0694,firedept@ci.cohoes.ny.us,Confirmed or Updated 2022,606009.828533062,4735955.77618326
1857,SOUTHTOWN HAZMAT RESPONSE,2965 LAKEVIEW ROAD, ,HAMBURG,NY,14075,,, ,,,181342.197268207,4736026.59938084
1858,LAKE VIEW FIRE DEPARTMENT STATION 1,2005 LAKEVIEW ROAD, ,LAKE VIEW,NY,14085,,,716-627-3400,,,177621.697621517,4736226.64393021
1859,GRAFTON VOLUNTEER FIRE DISTRICT,2385 STATE ROUTE 2, ,GRAFTON,NY,12082,,,518-279-3606,,,627053.247121031,4736351.72998729
1860,SCHUYLER LAKE VOLUNTEER FIRE DEPARTMENT AND EMERGENCY SQUAD,1490 COUNTY HIGHWAY 22, ,SCHUYLER LAKE,NY,13457,,,315-858-3138,,,497592.023746159,4736437.0715085
1861,COHOES ISLAND FIRE STATION 3,172 ONTARIO ST,,COHOES,NY,12047,Joseph Fahd,Chief,,firedept@ci.cohoes.ny.us,Confirmed or Updated 2022,606954.6291,4736484.7624913
1862,TROY FIRE DEPARTMENT STATION 1 - LANSINGBURGH STATION,557 5TH AVENUE, ,TROY,NY,12182,,,518-237-0719,,,608463.689475449,4736538.11866801
1863,WARSAW FIRE DEPARTMENT AND RESCUE SQUAD,40 EAST BUFFALO STREET, ,WARSAW,NY,14569,Doug Ingles,Chief,585-786-2468,,Confirmed or Updated 2022,243707.80976103,4736701.24453031
1864,WARSAW FIRE STATION 2,1069 W BUFFALO ST,,WARSAW,NY,14569,,,,,Confirmed or Updated 2022,241805.171700001,4736715.3566913
1865,BOGHT COMMUNITY FIRE DISTRICT,1095 LOUDON ROAD, ,COHOES,NY,12047,"Ken Urquhart, Jr.",Chief,518-783-5925,administrator@boghtfire.org,Confirmed or Updated 2022,602409.005500006,4736746.8470913
1866,HAMBURG VOLUNTEER FIRE DEPARTMENT INCORPORATED,301 UNION STREET, ,HAMBURG,NY,14075,,,716-649-1753,,,185545.962745464,4736780.93055427
1867,RUSHVILLE HOSE COMPANY,5 SOUTH MAIN STREET, ,RUSHVILLE,NY,14544,,,585-554-3045,,,317426.00041203,4736785.0127003
1868,CARMAN FIRE DEPARTMENT - ROTTERDAM 3,2435 HAMBURG STREET, ,SCHENECTADY,NY,12303,,,518-355-6425,,,587361.212520127,4736969.69612309
1869,NISKAYUNA FIRE DISTRICT 2,2772 TROY SCHENECTADY ROAD, ,SCHENECTADY,NY,12309,,,518-785-6033,,,594289.668038649,4737014.53869377
1870,COHOES FIRE DEPARTMENT STATION 2,59 PLEASANT STREET, ,COHOES,NY,12047,Joseph Fahd,Chief,518-687-0168,firedept@ci.cohoes.ny.us,Confirmed or Updated 2022,604540.329419704,4737156.8121409
1871,PERRY CENTER FIRE DEPARTMENT,2819 STATE ROUTE 246, ,PERRY,NY,14530,James Brick  ,Chief,585-237-6771,webmaster@chargedline.com,Confirmed or Updated 2022,254033.038562411,4737171.15398043
1872,SHELDON FIRE COMPANY,996 CENTERLINE ROAD, ,STRYKERSVILLE,NY,14145,,,585-535-0392,,Confirmed or Updated 2022,220279.951815397,4737279.43213906
1873,ROTTERDAM FIRE DISTRICT 2,1400 CURRY ROAD, ,SCHENECTADY,NY,12306,,,518-355-1341,,,584730.250105071,4737320.40668757
1874,LAKEVIEW FIRE DEPARTMENT STATION 2,6100 LAKE SHORE ROAD, ,LAKEVIEW,NY,14085,,,716-627-7941,,,177519.502401121,4737345.28732483
1875,WEST LAKE ROAD FIRE ASSOCIATION INCORPORATED,5214 WEST LAKE ROAD, ,GENEVA,NY,14456,,,315-789-6686,,,338100.526451385,4737720.35980839
1876,NORTHSIDE FIRE DISTRICT 1-F B PECK HOSE COMPANY,85 SARATOGA AVENUE, ,WATERFORD,NY,12188,,,518-235-4609,,,606799.917285461,4737789.72959934
1877,SHARON SPRINGS JOINT FIRE DISTRICT,137 BEECHWOOD ROAD, ,SHARON SPRINGS,NY,13459,,,518-284-2491,,,530779.459311495,4737820.27838852
1878,HILLCREST VOLUNTEER FIRE COMPANY,7125 ELLICOTT ROAD, ,ORCHARD PARK,NY,14127,,,716-662-3950,,,194842.59290749,4738004.25769447
1879,SCHENECTADY FIRE STATION 2,1515 STATE ST,,SCHENECTADY,NY,12304,,,,,,588705.023200002,4738178.56139129
1880,WATERFORD FIRE DEPARTMENT STATION 1 - KNICKERBOCKER STEAMER COMPANY,1 PEARL STREET, ,WATERFORD,NY,12188,,,518-237-3660,,,608228.843884793,4738237.44553389
1881,SOUTH SCHENECTADY FIRE DEPARTMENT,6 OLD MARIAVILLE ROAD, ,SCHENECTADY,NY,12306,,,518-355-7720,,,581807.893300002,4738454.25349131
1882,CHERRY VALLEY FIRE DEPARTMENT AND EMERGENCY SQUAD,7 RAILROAD AVENUE, ,CHERRY VALLEY,NY,13320,,,607-264-8221,,,519973.22286211,4738494.39221136
1883,WATERFORD FIRE DEPARTMENT STATION 3 - KAVANAUGH HOOK AND LADDER COMPANY,27 DIVISION STREET, ,WATERFORD,NY,12188,,,518-235-2490,,,608121.357371593,4738506.57106976
1884,SCIPIO CENTER FIRE DEPARTMENT,3550 STATE ROUTE 34, ,SCIPIO CENTER,NY,13147,Wayne Pettit,Chief,315-364-7323,,Confirmed or Updated 2022,372523.894482049,4738631.48550677
1885,WATERFORD FIRE DEPARTMENT STATION 2 - FORD HOSE COMPANY,68 DIVISION STREET, ,WATERFORD,NY,12188,,,518-235-2977,,,607718.406498316,4738639.16582679
1886,LAKE SHORE VOLUNTEER FIRE COMPANY INCORPORATED STATION 2,3069 AMSDELL ROAD, ,HAMBURG,NY,14075,,,716-648-3880,,,182450.731243088,4738680.03443923
1887,SPEIGLETOWN DISTRICT VOLUNTEER FIRE COMPANY,146 SPEIGLETOWN ROAD, ,TROY,NY,12182,,,518-235-5431,,,610537.713342105,4738708.94301491
1888,WEST EXETER VOLUNTEER FIRE DEPARTMENT,6960 STATE HIGHWAY 51, ,WEST EXETER,NY,13491,,,315-822-6388,,,487772.11482532,4738825.19071529
1889,ARMOR VOLUNTEER FIRE COMPANY INCORPORATED,4932 CLARK STREET, ,HAMBURG,NY,14075,,,716-649-9821,,,188927.920059615,4738895.26164962
1890,VISCHER FERRY FIRE DEPARTMENT STATION 1 - HEADQUARTERS,360 RIVERVIEW ROAD, ,REXFORD,NY,12148,,,518-371-3991,,,595781.322149716,4738904.88550032
1891,TULLY FIRE DEPARTMENT,1 RAILROAD STREET, ,TULLY,NY,13159,,,315-696-6414,,,409577.894432842,4739035.12328893
1892,SCRANTON VOLUNTEER FIRE COMPANY INCORPORATED STATION 1,5395 SCRANTON ROAD, ,HAMBURG,NY,14075,,,716-648-4563,,,186357.380036253,4739054.6458145
1893,CHARLESTON VOLUNTEER FIRE DEPARTMENT,1412 EAST LYKERS ROAD, ,SPRAKERS,NY,12166,,,518-922-6706,,,549056.189170642,4739094.56596205
1894,SCHENECTADY FIRE STATION 3,1200 3RD AVE,,SCHENECTADY,NY,12303,,,,,,585773.737100002,4739202.1355913
1895,PLEASANTDALE FIRE DEPARTMENT,1181 RIVER ROAD, ,TROY,NY,12182,,,518-233-7999,,,609372.838957201,4739287.24949486
1896,NEW HOPE VOLUNTEER FIRE DEPARTMENT,5947 NEW HOPE ROAD, ,MORAVIA,NY,13118,Jonathan Matijas,Chief,315-497-0448,,Confirmed or Updated 2022,389715.377689081,4739269.12360955
1897,BURTONSVILLE VOLUNTEER FIRE DEPARTMENT,2053 BURTONSVILLE ROAD, ,ESPERANCE,NY,12066,,,518-875-6228,,,560556.328550108,4739430.03591402
1898,LEICESTER VOLUNTEER FIRE DEPARTMENT,126 MAIN STREET, ,LEICESTER,NY,14481,,,585-382-3573,,,262832.238952885,4739548.00205692
1899,LEONARDSVILLE FIRE DEPARTMENT,11306 MILL STREET, ,LEONARDSVILLE,NY,13364,,,315-855-4466,,,479514.565362145,4739562.20837316
1900,VARYSBURG FIRE DEPARTMENT AND RESCUE SQUAD,2446 MAIN STREET, ,VARYSBURG,NY,14167,Adam Vetter,Chief,585-535-7984,,Confirmed or Updated 2022,228860.092057511,4739702.55592433
1901,SPAFFORD FIRE DEPARTMENT,660 STATE ROUTE 41, ,HOMER,NY,13077,,,607-749-4422,,,396627.407071084,4739803.32041853
1902,NISKAYUNA FIRE DISTRICT 1 - BALLTOWN ROAD STATION,1079 BALLTOWN ROAD, ,NISKAYUNA,NY,12309,,,518-374-8386,,,590487.30597084,4739805.13424418
1903,HALL FIRE DEPARTMENT,4852 STATE ROUTE 14A, ,GENEVA,NY,14456,,,585-526-5944,,,330855.82146682,4739844.25873629
1904,CUYLERVILLE FIRE DEPARTMENT/AMBULANCE,2943 CANANDAIGUA STREET, ,LEICESTER,NY,14481,,,585-382-3577,,,265094.290779119,4740086.77824033
1905,BROOKFIELD FIRE DEPARTMENT,10517 MAIN STREET, ,BROOKFIELD,NY,13314,,,315-899-6262,,,473967.762266456,4740120.48668054
1906,VARICK VOLUNTEER FIRE DEPARTMENT,4682 STATE ROUTE 96A, ,ROMULUS,NY,14541,,,315-585-9535,,,344684.919205304,4740133.11432275
1907,SCHENECTADY FIRE DEPARTMENT,360 VEEDER AVENUE, ,SCHENECTADY,NY,12305,,,518-382-5141,,,586509.178896734,4740167.45806876
1908,SCRANTON VOLUNTEER FIRE COMPANY INCORPORATED STATION 2,5023 COLLEGE STREET, ,HAMBURG,NY,14075,,,716-648-2800,,,185627.635361438,4740299.19854346
1909,ROTTERDAM FIRE DISTRICT 7 - SCHONOWE FIRE COMPANY INCORPORATED,112 GORDON ROAD, ,SCHENECTADY,NY,12306,,,518-377-0939,,,582140.514110556,4740385.28120716
1910,HUBBARDSVILLE FISH AND GAME CLUB FIRE DEPARTMENT,8162 GREEN ROAD, ,HUBBARDSVILLE,NY,13355,,,315-691-2727,,,462487.275108577,4740477.90388161
1911,RICHMOND FIRE DEPARTMENT INCORPORATED,4830 COUNTY ROAD 36, ,HONEOYE,NY,14471,,,585-229-5192,,,294117.139511227,4740503.63669714
1912,WEST NILES FIRE DEPARTMENT,3956 VALENTINE ROAD, ,MORAVIA,NY,13118,David Glanville,Chief,315-784-5077,,Confirmed or Updated 2022,379815.572064979,4740726.70926675
1913,RAYMERTOWN FIRE DEPARTMENT,43 MASON LANE, ,RAYMERTOWN,NY,12180,,,518-663-9981,,,619553.468394765,4741013.41067773
1914,GORHAM FIRE DEPARTMENT,4676 KEARNEY ROAD, ,STANLEY,NY,14561,,,585-526-5363,,,325162.975391766,4741027.31579472
1915,APULIA FIRE COMPANY INCORPORATED,6441 STATE ROUTE 80, ,TULLY,NY,13159,,,315-696-5636,,,411914.003783818,4741071.13771469
1916,EAST AURORA FIRE DEPARTMENT,575 OAKWOOD AVENUE, ,EAST AURORA,NY,14052,,,716-652-8200,,,204352.832720365,4741098.10434784
1917,HARRIS CORNERS FIRE DEPARTMENT AND RESCUE SQUAD,585 STATE ROUTE 20A, ,STRYKERSVILLE,NY,14145,Edward Mest,Chief,585-655-3568,epmest86@hotmail.com,Confirmed or Updated 2022,218199.871650805,4741105.73061259
1918,WALES CENTER VOLUNTEER FIRE COMPANY INCORPORATED,12300 BIG TREE ROAD, ,WALES CENTER,NY,14169,,,716-652-1051,,,211259.375797361,4741148.61053091
1919,HAMILTON FIRE DEPARTMENT,121 LEBANON STREET, ,HAMILTON,NY,13346,,,315-824-2460,,,454971.19540872,4741209.44055714
1920,TULLY FIRE STATION 2,4845 RTE 80,,TULLY,NY,13159,,,,,,403424.168300004,4741276.45819131
1921,LAKE SHORE VOLUNTEER FIRE COMPANY INCORPORATED STATION 1,4591 LAKE SHORE ROAD, ,HAMBURG,NY,14075,,,716-627-3522,,,182191.7561354,4741304.49512588
1922,PLOTTERKILL VOLUNTEER FIRE COMPANY INCORPORATED,3985 PUTNAM ROAD, ,SCHENECTADY,NY,12306,,,518-377-3111,,,575963.074419515,4741342.24257965
1923,SCHENECTADY FIRE STATION 4,1549 AVENUE A,,SCHENECTADY,NY,12308,,,,,,587841.697200006,4741415.0254913
1924,MOMENTIVE PERFORMANCE MATERIALS INDUSTRIAL BRIGADE,260 HUDSON RIVER ROAD, ,WATERFORD,NY,12188,,,518-237-3330,,,609014.059604775,4741442.26671905
1925,KNOLLS ATOMIC POWER LAB INCORPORATED - SAFETY DEPARTMENT,2401 RIVER ROAD, ,NISKAYUNA,NY,12309,,,518-395-4000,,,592318.587081797,4741522.78589081
1926,HEMLOCK FIRE DISTRICT 1,7375 AL SHARPE AVENUE, ,HEMLOCK,NY,14466,,,585-367-2730,,,286640.411582144,4741525.48825754
1927,ORCHARD PARK FIRE COMPANY,30 SCHOOL STREET, ,ORCHARD PARK,NY,14127,,,716-662-5774,,,193576.32035779,4741548.63805823
1928,WEST CRESCENT FIRE DEPARTMENT,1440 CRESCENT-VISCHERS FERRY ROAD, ,HALFMOON,NY,12065,,,518-371-7478,,,602327.415204862,4741735.62744343
1929,GENESEO VOLUNTEER FIRE DEPARTMENT,133 CENTER STREET, ,GENESEO,NY,14454,,,585-243-1200,,,270961.166187597,4741828.87131501
1930,SPRINGFIELD CENTER VOLUNTEER FIRE DEPARTMENT,101 COUNTY HIGHWAY 29A, ,SPRINGFIELD CENTER,NY,13468,,,607-435-1194,,,510126.423592681,4741835.92160447
1931,ORCHARD PARK FIRE DISTRICT OFFICE AND TRAINING FACILITY,4222 SOUTH TAYLOR RD,,ERIE,NY,14127,,,,,,192005.827682768,4741940.31203803
1932,BIG TREE VOLUNTEER FIRE COMPANY STATION 2,4470 BAYVIEW ROAD, ,HAMBURG,NY,14075,,,716-648-1270,,,186715.582027729,4741969.75027937
